         3336581 function calls (3329940 primitive calls) in 2.312 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       13    0.000    0.000    0.000    0.000 test_sequential.py:54(<genexpr>)
       13    0.000    0.000    0.000    0.000 test_sequential.py:50(<genexpr>)
    12/11    0.000    0.000    0.000    0.000 {iter}
       10    0.000    0.000    0.000    0.000 test_sequential.py:53(<genexpr>)
       10    0.000    0.000    0.000    0.000 sre_parse.py:138(append)
       10    0.000    0.000    0.000    0.000 suite.py:157(_get_previous_module)
       10    0.000    0.000    0.000    0.000 test_sequential.py:49(<genexpr>)
       10    0.000    0.000    0.000    0.000 result.py:65(_setupStdout)
     10/6    0.000    0.000    0.000    0.000 sre_parse.py:140(getwidth)
       10    0.000    0.000    0.000    0.000 test_sequential.py:52(<genexpr>)
     10/2    0.000    0.000    0.012    0.006 sequential.py:81(__init__)
       10    0.000    0.000    0.000    0.000 test_sequential.py:42(<genexpr>)
       10    0.000    0.000    0.000    0.000 result.py:84(_restoreStdout)
        9    0.000    0.000    0.000    0.000 suite.py:46(addTest)
        9    0.000    0.000    0.000    0.000 {setattr}
        9    0.000    0.000    0.000    0.000 suite.py:225(_tearDownPreviousClass)
        9    0.000    0.000    0.000    0.000 {_sre.getlower}
        9    0.000    0.000    0.000    0.000 sre_parse.py:195(match)
        9    0.000    0.000    0.000    0.000 suite.py:290(_isnotsuite)
        8    0.000    0.000    0.000    0.000 suite.py:165(_handleModuleFixture)
        8    0.000    0.000    2.290    0.286 case.py:390(__call__)
        8    0.000    0.000    0.000    0.000 functools.py:84(__init__)
        8    0.000    0.000    0.000    0.000 suite.py:125(_handleClassSetUp)
        8    0.000    0.000    0.000    0.000 case.py:180(__init__)
        8    0.000    0.000    0.000    0.000 result.py:79(stopTest)
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 case.py:229(setUp)
        8    0.000    0.000    0.000    0.000 runner.py:57(addSuccess)
        8    0.003    0.000    2.290    0.286 case.py:293(run)
        8    0.000    0.000    0.000    0.000 case.py:374(doCleanups)
        8    0.000    0.000    0.000    0.000 {all}
        8    0.000    0.000    0.000    0.000 collections.py:294(<genexpr>)
        8    0.000    0.000    0.000    0.000 runner.py:50(startTest)
        8    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 result.py:59(startTest)
        8    0.000    0.000    0.000    0.000 result.py:126(addSuccess)
        8    0.000    0.000    0.000    0.000 {method 'flush' of 'file' objects}
        8    0.000    0.000    0.000    0.000 case.py:233(tearDown)
        7    0.000    0.000    0.000    0.000 case.py:605(_deprecate)
        7    0.000    0.000    0.000    0.000 {cmp}
        7    0.000    0.000    0.000    0.000 {ord}
        7    0.000    0.000    0.000    0.000 functools.py:86(__lt__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
        6    0.000    0.000    0.000    0.000 sre_parse.py:90(__init__)
      6/2    0.000    0.000    0.000    0.000 sre_compile.py:32(_compile)
        6    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:134(__setitem__)
        4    0.000    0.000    0.000    0.000 runner.py:22(writeln)
        4    0.000    0.000    0.000    0.000 {map}
        4    0.000    0.000    0.000    0.000 sre_compile.py:178(_compile_charset)
        4    0.000    0.000    0.000    0.000 sre_compile.py:207(_optimize_charset)
        4    0.000    0.000    0.000    0.000 sre_compile.py:474(isstring)
        4    0.000    0.000    0.000    0.000 sre_compile.py:354(_simple)
        4    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        4    0.000    0.000    0.000    0.000 sre_parse.py:257(_escape)
        4    0.000    0.000    0.000    0.000 suite.py:11(_call_if_exists)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        3    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
        3    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        3    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 suite.py:37(__iter__)
        3    0.000    0.000    0.000    0.000 {issubclass}
        2    0.000    0.000    0.000    0.000 runner.py:111(printErrorList)
        2    0.000    0.000    0.000    0.000 suite.py:19(__init__)
        2    0.000    0.000    0.000    0.000 {locals}
        2    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        2    0.000    0.000    0.000    0.000 {sys._getframe}
        2    0.000    0.000    0.000    0.000 sre_compile.py:361(_compile_info)
        2    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x10017ff20}
        2    0.000    0.000    0.000    0.000 sre_parse.py:379(_parse)
        2    0.000    0.000    0.000    0.000 sre_parse.py:178(__init__)
        2    0.000    0.000    0.000    0.000 {time.time}
        2    0.000    0.000    0.000    0.000 {dir}
        2    0.000    0.000    0.001    0.000 sre_compile.py:495(compile)
        2    0.000    0.000    0.000    0.000 {_sre.compile}
        2    0.000    0.000    0.001    0.000 re.py:188(compile)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 suite.py:56(addTests)
      2/1    0.000    0.000    2.291    2.291 suite.py:69(__call__)
      2/1    0.000    0.000    2.291    2.291 suite.py:88(run)
        2    0.000    0.000    0.000    0.000 sre_compile.py:480(_code)
        2    0.000    0.000    0.001    0.000 re.py:226(_compile)
        2    0.001    0.001    0.002    0.001 collections.py:237(namedtuple)
        2    0.000    0.000    0.000    0.000 result.py:144(wasSuccessful)
        2    0.000    0.000    0.000    0.000 suite.py:200(_handleModuleTearDown)
        2    0.000    0.000    0.000    0.000 sre_parse.py:301(_parse_sub)
        2    0.000    0.000    0.000    0.000 {repr}
        2    0.000    0.000    0.000    0.000 sre_parse.py:663(parse)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 sequential.py:8(SR)
        1    0.000    0.000    0.000    0.000 sequential.py:52(SingleRegister)
        1    0.000    0.000    0.000    0.000 test_sequential.py:79(test_FF)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.125    0.125 test_sequential.py:297(test_PC)
        1    0.000    0.000    0.000    0.000 case.py:44(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 case.py:241(tearDownClass)
        1    0.000    0.000    0.000    0.000 sequential.py:41(DFF)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 result.py:40(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 functools.py:82(K)
        1    0.000    0.000    0.000    0.000 result.py:105(stopTestRun)
        1    0.000    0.000    0.000    0.000 bit.py:1(Bit)
        1    0.000    0.000    0.000    0.000 case.py:33(_ExpectedFailure)
        1    0.000    0.000    0.000    0.000 getopt.py:51(getopt)
        1    0.000    0.000    0.000    0.000 weakref.py:261(__setitem__)
        1    0.001    0.001    0.002    0.002 heapq.py:31(<module>)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 difflib.py:29(<module>)
        1    0.000    0.000    2.291    2.291 runner.py:140(run)
        1    0.000    0.000    0.001    0.001 main.py:111(parseArgs)
        1    0.001    0.001    0.007    0.007 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 sequential.py:125(PC)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.219    0.219 test_sequential.py:159(test_RAM8)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 suite.py:252(_ErrorHolder)
        1    0.001    0.001    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sequential.py:102(RAM64)
        1    0.002    0.002    0.004    0.004 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:137(_makeResult)
        1    0.000    0.000    0.000    0.000 sequential.py:135(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 sequential.py:26(FF)
        1    0.000    0.000    0.000    0.000 sequential.py:65(Register)
        1    0.000    0.000    0.000    0.000 runner.py:36(__init__)
        1    0.000    0.000    0.000    0.000 multi.py:6(Multi)
        1    0.000    0.000    0.000    0.000 sequential.py:93(RAM8)
        1    0.000    0.000    0.000    0.000 signals.py:28(registerResult)
        1    0.000    0.000    0.000    0.000 case.py:1014(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 sequential.py:114(RAM16K)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        1    0.002    0.002    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {filter}
        1    0.000    0.000    0.000    0.000 test_sequential.py:61(TestLogic)
        1    0.000    0.000    0.000    0.000 case.py:237(setUpClass)
        1    0.000    0.000    0.000    0.000 sequential.py:110(RAM4K)
        1    0.000    0.000    0.000    0.000 functools.py:80(cmp_to_key)
        1    0.000    0.000    0.000    0.000 loader.py:131(getTestCaseNames)
        1    0.000    0.000    0.022    0.022 test_sequential.py:138(test_Register)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 bit.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:105(printErrors)
        1    0.000    0.000    0.000    0.000 test_sequential.py:63(test_sr)
        1    0.001    0.001    0.001    0.001 multi.py:1(<module>)
        1    0.001    0.001    0.001    0.001 ALU.py:1(<module>)
        1    0.000    0.000    0.002    0.002 main.py:1(<module>)
        1    0.001    0.001    0.006    0.006 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:15(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:48(loadTestsFromTestCase)
        1    0.000    0.000    0.000    0.000 <string>:1(Mismatch)
        1    0.000    0.000    0.001    0.001 loader.py:59(loadTestsFromModule)
        1    0.000    0.000    0.000    0.000 pprint.py:81(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.001    0.001    0.001    0.001 pprint.py:35(<module>)
        1    0.000    0.000    0.001    0.001 test_sequential.py:113(test_SingleRegister)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 sequential.py:76(RAM)
        1    0.000    0.000    0.000    0.000 collections.py:25(OrderedDict)
        1    0.000    0.000    0.000    0.000 sequential.py:106(RAM512)
        1    0.000    0.000    1.919    1.919 test_sequential.py:184(test_RAM64)
        1    0.000    0.000    0.000    0.000 result.py:73(startTestRun)
        1    0.002    0.002    0.015    0.015 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 posixpath.py:110(basename)
        1    0.000    0.000    0.000    0.000 runner.py:14(__init__)
        1    0.000    0.000    2.291    2.291 main.py:213(runTests)
        1    0.002    0.002    0.004    0.004 case.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {sys.exit}
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    2.294    2.294 main.py:72(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:78(TestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.001    0.001 test_sequential.py:95(test_DFF)
        1    0.000    0.000    0.000    0.000 getopt.py:38(GetoptError)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.001    0.001    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:356(Counter)
        1    0.000    0.000    0.002    0.002 test_sequential.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:132(TestCase)
        1    0.000    0.000    0.002    0.002 {__import__}
        1    0.000    0.000    0.000    0.000 sequential.py:1(<module>)
        1    0.000    0.000    0.001    0.001 main.py:153(createTests)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.000    0.000    0.000    0.000 runner.py:127(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:243(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 case.py:97(_AssertRaisesContext)


